Headline,Source,Published,Team Name,Type,Uploaded By,Video ID,Published Platform,Published URL
Headline_01ca5540e699,https://obfuscated.source.example/a58c1372e1791eca,No,Unknown,interview,Rakesh (devops@frammer.com),776124029,,
Headline_5068d765a4b8,https://obfuscated.source.example/929b3ee815e46db3,No,Unknown,special reports,sukhleen,622318721,,
Headline_aad96da06b9c,https://obfuscated.source.example/4048b251b4819e9d,No,Unknown,special reports,sukhleen,132863028,,
Headline_a91b913d6416,https://obfuscated.source.example/3ebcdfa1d4429734,No,Unknown,special reports,sukhleen,1923214041,,
Headline_08a1ed0d24b3,https://obfuscated.source.example/8036ec8082e1c865,No,Unknown,special reports,sukhleen,227174085,,
Headline_d500dbef0ca1,https://obfuscated.source.example/a1d2ae9db88e4bcc,No,Unknown,special reports,sukhleen,1039619487,,
Headline_557a32b08f01,https://obfuscated.source.example/d96bcb412d627aef,No,Unknown,special reports,sukhleen,398129398,,
Headline_1aaf4ce72eb8,https://obfuscated.source.example/7ecc825a4d9f17f6,No,Unknown,special reports,sukhleen,739316547,,
Headline_676729a07836,https://obfuscated.source.example/ee5eff3f1b239b92,No,Unknown,special reports,sukhleen,347262390,,
Headline_a570be517f72,https://obfuscated.source.example/364e6a0e2ff3e4d6,No,Unknown,special reports,sukhleen,1123647690,,
Headline_365b132abe63,https://obfuscated.source.example/2ae54a7f46c560ca,No,Unknown,interview,Rakesh (devops@frammer.com),1587653815,,
Headline_042364619888,https://obfuscated.source.example/90789d2d8a43d2ae,No,Unknown,special reports,sukhleen,1020645498,,
Headline_0e19f61365d3,https://obfuscated.source.example/90789d2d8a43d2ae,No,Unknown,special reports,sukhleen,1040069008,,
Headline_5dbc462eb2b4,https://obfuscated.source.example/d64d20fca9697f67,No,Unknown,special reports,sukhleen,980181758,,
Headline_6ad421e368cf,https://obfuscated.source.example/d64d20fca9697f67,No,Unknown,special reports,sukhleen,1301975333,,
Headline_4d335d9cd0ee,https://obfuscated.source.example/d64d20fca9697f67,No,Unknown,special reports,sukhleen,1579616535,,
Headline_b71a433fda4b,https://obfuscated.source.example/b52d562675e8b54e,No,Unknown,news bulletin,Trivendra,568249203,,
Headline_ed47912a2033,https://obfuscated.source.example/b8f690ed57d44b16,No,Unknown,news bulletin,Trivendra,573505733,,
Headline_2461e2d097b8,https://obfuscated.source.example/e56728d140465507,No,Unknown,news bulletin,Trivendra,1712937941,,
Headline_b04fe3dcd571,https://obfuscated.source.example/15ca8b39047848d0,No,Unknown,news bulletin,Trivendra,153651082,,
Headline_9689abd5d2d8,https://obfuscated.source.example/80a762f112d19b73,No,Unknown,news bulletin,Trivendra,1359064574,,
Headline_42cad71990ed,https://obfuscated.source.example/5955e515846db3ed,No,Unknown,news bulletin,Trivendra,387791599,,
Headline_e16b52ad200e,https://obfuscated.source.example/ca3bbc436faf2561,No,Unknown,news bulletin,Trivendra,1281382543,,
Headline_764f1675a53f,https://obfuscated.source.example/9ac28ff57d5a0039,No,Unknown,news bulletin,Trivendra,1440113248,,
Headline_865897c5ce8b,https://obfuscated.source.example/68626501eeee04f1,No,Unknown,news bulletin,Trivendra,647326920,,
Headline_6f6b59708b82,https://obfuscated.source.example/748509a45b270438,No,Unknown,news bulletin,Trivendra,1377739899,,
Headline_19a486040b57,https://obfuscated.source.example/874efa6e8815ec35,No,Unknown,news bulletin,Trivendra,35213498,,
Headline_8e1926a1fbc3,https://obfuscated.source.example/1930dcefe33e62c4,No,Unknown,news bulletin,Trivendra,801090885,,
Headline_df399fd50907,https://obfuscated.source.example/ed7f14108993cd83,No,Unknown,news bulletin,Trivendra,841009615,,
Headline_08faee00bec5,https://obfuscated.source.example/77a37daac14eca56,No,Unknown,news bulletin,Trivendra,175127900,,
Headline_b4e9decaed69,https://obfuscated.source.example/211dfd0c201cd5e0,No,Unknown,news bulletin,Trivendra,1539139330,,
Headline_e0c8f000d67a,https://obfuscated.source.example/331d2a2bc82b36b2,No,Unknown,news bulletin,Trivendra,390382227,,
Headline_a11e358dc460,https://obfuscated.source.example/da5286fa71be78a3,No,Unknown,news bulletin,Trivendra,1399982843,,
,https://obfuscated.source.example/6909bb832dae5f53,No,Unknown,news bulletin,Adarsh (Frammer),762633146,,
Headline_1915d6dd80d2,https://obfuscated.source.example/4f9d48de5c1a546a,No,Unknown,news bulletin,Adarsh (Frammer),945928099,,
,https://obfuscated.source.example/2ae54a7f46c560ca,No,Unknown,interview,Rakesh (devops@frammer.com),71244178,,
Headline_03cc3608562a,https://obfuscated.source.example/b5810c38d09a0850,No,Unknown,news bulletin,Trivendra,906880345,,
,https://obfuscated.source.example/2ae54a7f46c560ca,No,Unknown,interview,Rakesh (devops@frammer.com),51939266,,
,https://obfuscated.source.example/2ae54a7f46c560ca,No,Unknown,interview,Rakesh (devops@frammer.com),1329296894,,
Headline_d948f860aa51,https://obfuscated.source.example/d6315ecbd3d84e5f,No,Unknown,speech,Chandan,972791954,,
Headline_658ce6f0e68c,https://obfuscated.source.example/e14126dba229639d,No,Unknown,interview,Chandan,1497509011,,
,https://obfuscated.source.example/e14126dba229639d,No,Unknown,interview,Chandan,623512415,,
,https://obfuscated.source.example/2ae54a7f46c560ca,No,Unknown,interview,Rakesh (devops@frammer.com),413075142,,
,https://obfuscated.source.example/00c7bffd88319683,No,Unknown,interview,Rakesh (devops@frammer.com),748898099,,
Headline_3cacc80534d7,https://obfuscated.source.example/ca200b58653bdfdf,No,Unknown,news bulletin,Trivendra,1892033000,,
Headline_ed74952a1771,https://obfuscated.source.example/9c701918abac6b32,No,Unknown,news bulletin,Trivendra,820071328,,
Headline_392dd573bd33,https://obfuscated.source.example/a118b1ccef3afac6,No,Unknown,news bulletin,Trivendra,1707558823,,
Headline_484a2a240b5a,https://obfuscated.source.example/8748ac76c79cbade,No,Unknown,interview,Trivendra,1661015679,,
Headline_6cd74a2bf939,https://obfuscated.source.example/7e80311fa8e58004,No,Unknown,interview,Trivendra,76241446,,
Headline_d6b88f73379c,https://obfuscated.source.example/8ec9f25eaad4df83,No,Unknown,interview,Trivendra,1875741009,,
Headline_920731f19868,https://obfuscated.source.example/db1ee051a00d5a79,No,Unknown,interview,Trivendra,1450453863,,
Headline_c483c3018372,https://obfuscated.source.example/c62a4755b1106323,No,Unknown,interview,Trivendra,590647936,,
Headline_742437abae02,https://obfuscated.source.example/14aa0ee347abb2e3,No,Unknown,interview,Trivendra,754583306,,
Headline_c3f69a86d2d2,https://obfuscated.source.example/059c087133a15838,No,Unknown,interview,Trivendra,1464868827,,
Headline_59cfb7f6ed9e,https://obfuscated.source.example/33bdd13b46982292,No,Unknown,interview,Trivendra,1010245560,,
Headline_8734eace46e2,https://obfuscated.source.example/b53155fbbe732096,No,Unknown,interview,Trivendra,487365080,,
Headline_89ecfc0c5930,https://obfuscated.source.example/2af8b3b6ec91ee2b,No,Unknown,interview,Trivendra,897955761,,
Headline_88ab62a1efc8,https://obfuscated.source.example/fe9b56debfe45a3f,No,Unknown,interview,Trivendra,1824045206,,
Headline_b5616c398ed2,https://obfuscated.source.example/940cfad7ae390342,No,Unknown,interview,Trivendra,178017694,,
Headline_e92ac7e28217,https://obfuscated.source.example/7f40310fee684324,No,Unknown,interview,Trivendra,1620660189,,
Headline_fd93a30988ad,https://obfuscated.source.example/35df808b2ddab6d5,No,Unknown,interview,Trivendra,840887593,,
Headline_fdfdabdcdc04,https://obfuscated.source.example/a606d5f0173af72c,No,Unknown,interview,Trivendra,1107850850,,
Headline_2661c1bd5a89,https://obfuscated.source.example/29fe9efa5a96bf22,No,Unknown,interview,Trivendra,981614854,,
Headline_b767e998dba1,https://obfuscated.source.example/c264665e3f3b2bd6,No,Unknown,interview,Trivendra,687126267,,
Headline_59cfb7f6ed9e,https://obfuscated.source.example/b90fd5d29710b7b6,No,Unknown,interview,Trivendra,751425679,,
Headline_0624501e8bff,https://obfuscated.source.example/ba1c30e2ecbed2c7,No,Unknown,interview,Trivendra,1362458969,,
Headline_51c517c34749,https://obfuscated.source.example/8516bce103088723,No,Unknown,interview,Trivendra,237085688,,
Headline_e962b09448ac,https://obfuscated.source.example/e7e5263204fd11eb,No,Unknown,interview,Trivendra,71450611,,
Headline_fd93a30988ad,https://obfuscated.source.example/ef0f9b0829160294,No,Unknown,interview,Trivendra,127348283,,
Headline_be719a9e4b2b,https://obfuscated.source.example/07350380f2cba73c,No,Unknown,interview,Trivendra,1120252784,,
Headline_ad080fb89379,https://obfuscated.source.example/a1e3c7bebc77699f,No,Unknown,interview,Trivendra,1038747649,,
,https://obfuscated.source.example/b3afe84346a075db,No,Unknown,interview,Trivendra,399873327,,
Headline_d096106d3b6f,https://obfuscated.source.example/8f93e47795e5c1ea,No,Unknown,interview,Trivendra,1998960893,,
,https://obfuscated.source.example/824c67f0f71f2c66,No,Unknown,interview,Trivendra,1706028683,,
,https://obfuscated.source.example/480312c61358a88e,No,Unknown,interview,Trivendra,250368452,,
,https://obfuscated.source.example/b91d9176cebfcda1,No,Unknown,interview,Trivendra,1719782436,,
Headline_06311c218d65,https://obfuscated.source.example/264b8d2c19d2f8e6,No,Unknown,interview,Trivendra,1643410591,,
,https://obfuscated.source.example/63cd2238fc37d8fd,No,Unknown,interview,Trivendra,571666426,,
,https://obfuscated.source.example/2fdd5d4b8d394bcc,No,Unknown,interview,Trivendra,810490870,,
,https://obfuscated.source.example/2f9beafaaba024d6,No,Unknown,interview,Trivendra,1456121864,,
,https://obfuscated.source.example/fc9e3e042d474555,No,Unknown,interview,Trivendra,1197743336,,
,https://obfuscated.source.example/ace861c7cf80a627,No,Unknown,interview,Trivendra,1499843682,,
,https://obfuscated.source.example/363f3ff995ac1011,No,Unknown,interview,Trivendra,860530322,,
Headline_2c92b475d77f,https://obfuscated.source.example/3592207efa216679,No,Unknown,interview,Trivendra,970472239,,
Headline_4f6aee6b4099,https://obfuscated.source.example/4ccc5a5ddce72667,No,Unknown,interview,sukhleen,1488898255,,
Headline_e26c70f8eff5,https://obfuscated.source.example/4ccc5a5ddce72667,No,Unknown,interview,sukhleen,1705575554,,
Headline_7a5cd3778f60,https://obfuscated.source.example/39d24c68c22ee719,No,Unknown,speech,Safdar,1530401171,,
Headline_62c0b366199e,https://obfuscated.source.example/5482ab39b7c4cd02,No,Unknown,speech,Safdar,1662523543,,
Headline_4088493811f6,https://obfuscated.source.example/b942e4bb7438ed89,No,Unknown,speech,Safdar,1737349173,,
Headline_78e77766c02f,https://obfuscated.source.example/c47c9b9549d886b3,No,Unknown,speech,Safdar,1202056311,,
Headline_b08f3f253aa0,https://obfuscated.source.example/e5b823a8e86ac220,No,Unknown,speech,Safdar,1665459872,,
Headline_ac6798462b05,https://obfuscated.source.example/222bf6772674a82b,No,Unknown,speech,Safdar,610021271,,
Headline_dc91b3b6b51b,https://obfuscated.source.example/c3281634b644686b,No,Unknown,speech,Safdar,1507226227,,
Headline_bd4b491eb36e,https://obfuscated.source.example/575b1775b540588c,No,Unknown,speech,Safdar,361378378,,
Headline_afb4b1a19d10,https://obfuscated.source.example/09ead7a469cb10ab,No,Unknown,speech,Safdar,1871038064,,
Headline_26ea1e8ab079,https://obfuscated.source.example/5ee3f18e05332d27,No,Unknown,speech,Safdar,694190023,,
Headline_03b78076ef17,https://obfuscated.source.example/cbeab59aed894267,No,Unknown,debate,Safdar,1225528739,,
Headline_40e2bf339c5d,https://obfuscated.source.example/9ffb1c6d30c9d595,No,Unknown,debate,Safdar,1711777189,,
Headline_1e36e387a7a7,https://obfuscated.source.example/5940f7484e86b2b8,No,Unknown,news bulletin,Safdar,725799015,,
Headline_9b32c5a5aa09,https://obfuscated.source.example/2ae54a7f46c560ca,No,Unknown,debate,Safdar,457109331,,
Headline_edb28a4ecfa5,https://obfuscated.source.example/7e4f7fa32dd8bb11,No,Unknown,speech,Safdar,346546429,,
Headline_45d5deae407e,https://obfuscated.source.example/d06992218defa6ff,No,Unknown,speech,Safdar,39501026,,
Headline_788d181b5972,https://obfuscated.source.example/c90a3ee6273b117f,No,Unknown,news bulletin,Safdar,1598942319,,
Headline_3d4e2d197e18,https://obfuscated.source.example/6cb96f2293999616,No,Unknown,debate,sukhleen,435816957,,
Headline_e31f425ae9bd,https://obfuscated.source.example/2a6b4866efe946d8,No,Unknown,debate,sukhleen,1890358744,,
Headline_72757bff22c5,https://obfuscated.source.example/b823d8920ee07d27,No,Unknown,debate,sukhleen,702234722,,
Headline_c55064bc2190,https://obfuscated.source.example/1a6c3ba4d2777b78,No,Unknown,debate,sukhleen,21739356,,
Headline_de8b7aa1f800,https://obfuscated.source.example/6287b8c9ac43a291,No,Unknown,debate,sukhleen,1219431313,,
Headline_77abce613e0e,https://obfuscated.source.example/fb5df604d6535d50,No,Unknown,debate,sukhleen,690665343,,
Headline_8dc383ef17b8,https://obfuscated.source.example/721570c40278d3d2,No,Unknown,debate,sukhleen,1311527789,,
Headline_4d6b80863522,https://obfuscated.source.example/f75bba8cc0d87e96,No,Unknown,debate,sukhleen,209310033,,
Headline_c5bd04ad662e,https://obfuscated.source.example/1affcfcc37dfb1d3,No,Unknown,debate,sukhleen,824183605,,
Headline_4493d742b94e,https://obfuscated.source.example/16f6e79663a862cb,No,Unknown,news bulletin,Trivendra,1925967010,,
Headline_0be7690ff5ab,https://obfuscated.source.example/4389fbef9cbe44c9,No,Unknown,news bulletin,Trivendra,652668623,,
Headline_0be7690ff5ab,https://obfuscated.source.example/7c422b0f0ab88d46,No,Unknown,news bulletin,Trivendra,963229352,,
,https://obfuscated.source.example/062e0cec2de3ab43,No,Unknown,debate,sukhleen,755593187,,
,https://obfuscated.source.example/157deba00e64ffa7,No,Unknown,debate,sukhleen,911302816,,
,https://obfuscated.source.example/5a83e094864273eb,No,Unknown,debate,sukhleen,77633091,,
,https://obfuscated.source.example/a780af2df81395f1,No,Unknown,debate,sukhleen,1018977056,,
,https://obfuscated.source.example/8dcb30b3321a4bd4,No,Unknown,debate,sukhleen,1397581076,,
,https://obfuscated.source.example/1cca0f55f00111d8,No,Unknown,debate,sukhleen,768037679,,
,https://obfuscated.source.example/7226bde5f7f84591,No,Unknown,debate,sukhleen,1058672531,,
,https://obfuscated.source.example/48a85498cfa768a0,No,Unknown,debate,sukhleen,1573971447,,
,https://obfuscated.source.example/60405fe33f14b0fe,No,Unknown,debate,sukhleen,642668415,,
Headline_e567ec968697,https://obfuscated.source.example/dc0580d3e0e0bca3,No,Unknown,news bulletin,Safdar,1048704391,,
Headline_54989c9e08da,https://obfuscated.source.example/74a5aa49bdcd9084,No,Unknown,special reports,Chandan,1499903110,,
Headline_c40a153b43cd,https://obfuscated.source.example/450a8d4bc360f269,No,Unknown,special reports,Chandan,948929730,,
Headline_96351afed68c,https://obfuscated.source.example/0ec6cccd62523ec2,No,Unknown,debate,sukhleen,676942224,,
Headline_5a098095d8d5,https://obfuscated.source.example/bc0219564988fc88,No,Unknown,news bulletin,Chandan,1323111039,,
Headline_9ba5ca4baec5,https://obfuscated.source.example/230931ed4eb9005a,No,Unknown,news bulletin,Chandan,293383200,,
Headline_b4f30bd798a9,https://obfuscated.source.example/1204e1d460400a66,No,Unknown,news bulletin,Chandan,182708911,,
Headline_3cd334168349,https://obfuscated.source.example/d52a079c1624b265,No,Unknown,special reports,Chandan,402330059,,
Headline_54dd2c9605bf,https://obfuscated.source.example/d52a079c1624b265,No,Unknown,news bulletin,Chandan,37856186,,
Headline_81fec10ccb77,https://obfuscated.source.example/9f932a9875ff10dd,No,Unknown,debate,Chandan,1579327346,,
Headline_96c736c2b49c,https://obfuscated.source.example/47993765c78422fd,No,Unknown,debate,Chandan,585544149,,
,https://obfuscated.source.example/8708bc0cbabdd137,No,Unknown,debate,Chandan,1139035510,,
Headline_b859f94dc154,https://obfuscated.source.example/19dd289e5dd07334,No,Unknown,press conference,Chandan,1075725333,,
Headline_18942e95efb9,https://obfuscated.source.example/826ae3145a376f81,No,Unknown,speech,Chandan,1047927533,,
Headline_24c614c2bdd2,https://obfuscated.source.example/eab7f539f2e66010,No,Unknown,press conference,Chandan,385992349,,
Headline_5d7991a69a53,https://obfuscated.source.example/40712aaea97e2b95,No,Unknown,press conference,Chandan,1688341868,,
Headline_24e9d68ab34c,https://obfuscated.source.example/f0edc320ebae3989,No,Unknown,press conference,Chandan,1683827125,,
Headline_05e8dcc23d78,https://obfuscated.source.example/ba781c4682ab4a75,No,Unknown,press conference,Chandan,1744180999,,
Headline_588d6ac45777,https://obfuscated.source.example/5bf7b20a6ea6de4a,No,Unknown,speech,Chandan,563236122,,
Headline_4807b23995c6,https://obfuscated.source.example/6d59d885dc5f3f56,No,Unknown,speech,Chandan,1865709594,,
Headline_a76312badceb,https://obfuscated.source.example/cd114c5599adf144,No,Unknown,speech,Chandan,1266204897,,
Headline_149f5182dcd1,https://obfuscated.source.example/d811f1e90929e67f,No,Unknown,speech,Chandan,1503575316,,
Headline_cb599785b837,https://obfuscated.source.example/f7bd2a9c09a27451,No,Unknown,speech,Chandan,11326237,,
Headline_ada010988504,https://obfuscated.source.example/408fd8a47ea0a6fb,No,Unknown,interview,Chandan,623214176,,
Headline_d7f8e16d0881,https://obfuscated.source.example/7563ff7b92d76d38,No,Unknown,debate,Chandan,330299675,,
Headline_1de6f2a30599,https://obfuscated.source.example/9810d25e5abb4ba5,No,Unknown,debate,Chandan,725523310,,
Headline_c1006c5ebe01,https://obfuscated.source.example/e52d6b1868f9a952,No,Unknown,debate,Chandan,1564087776,,
Headline_515837c9f147,https://obfuscated.source.example/67b934ef11f2f6e7,No,Unknown,debate,Chandan,838562244,,
Headline_47fb251c6633,https://obfuscated.source.example/0d37bbc73dfc6b19,No,Unknown,debate,Chandan,988638203,,
Headline_68f76ecfa0c2,https://obfuscated.source.example/cbeb029be5e31619,No,Unknown,debate,Chandan,955424572,,
Headline_43d824809147,https://obfuscated.source.example/f2f5c7c35d4bdc1e,No,Unknown,interview,Chandan,1205908114,,
Headline_abb58f5681ba,https://obfuscated.source.example/c5748275fd14d32f,No,Unknown,interview,Chandan,309255683,,
Headline_64482600fc52,https://obfuscated.source.example/488da44f9b3c6044,No,Unknown,interview,Chandan,104436258,,
Headline_4e256696da93,https://obfuscated.source.example/f573149bb092e5bf,No,Unknown,interview,Chandan,1153430719,,
